customerID,Churn,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
0060-fualy,False,month-to-month,True,electronic check,94.75,5597.65,3.158333333333333
0064-sudog,False,two year,False,bank transfer (automatic),20.3,224.5,0.6766666666666666
0064-yijgf,False,month-to-month,True,bank transfer (automatic),75.75,1929.0,2.525
0067-dkwbl,True,month-to-month,True,electronic check,49.25,91.1,1.6416666666666666
0068-figtf,False,one year,False,mailed check,78.2,2078.95,2.606666666666667
0071-ndafp,False,two year,False,credit card (automatic),25.5,630.6,0.85
0074-hdkdg,False,one year,True,bank transfer (automatic),61.6,1611.0,2.053333333333333
0076-lveps,False,month-to-month,True,mailed check,45.0,1242.45,1.5
0078-xzmht,False,two year,True,bank transfer (automatic),85.15,6316.2,2.8383333333333334
0080-emyvy,False,one year,False,credit card (automatic),51.45,727.85,1.715
0080-orozo,False,one year,True,electronic check,99.25,3532.0,3.308333333333333
0082-ldzue,False,month-to-month,True,mailed check,44.3,44.3,1.4766666666666666
0082-oqiqy,False,month-to-month,True,electronic check,94.2,2607.6,3.14
0083-pivik,False,one year,False,electronic check,81.25,5567.55,2.708333333333333
0089-iiqko,False,month-to-month,True,credit card (automatic),99.95,3767.4,3.3316666666666666
0093-exyql,False,month-to-month,True,electronic check,91.55,3673.6,3.0516666666666667
0093-xwzfy,True,month-to-month,True,credit card (automatic),104.5,4036.85,3.4833333333333334
0094-oifmo,True,month-to-month,True,electronic check,95.0,1120.3,3.1666666666666665
0096-bxers,False,month-to-month,False,electronic check,50.35,314.55,1.6783333333333337
0096-fcpuf,False,month-to-month,True,mailed check,64.5,1888.45,2.15
0098-bowso,False,month-to-month,True,electronic check,19.4,529.8,0.6466666666666666
0100-duvfc,False,one year,True,electronic check,104.8,7308.95,3.493333333333333
0103-csitq,False,one year,True,bank transfer (automatic),109.4,6252.7,3.646666666666667
0104-ppxdv,False,one year,False,credit card (automatic),50.3,2878.55,1.6766666666666663
0106-ghrqr,False,month-to-month,True,bank transfer (automatic),71.4,1212.1,2.3800000000000003
0106-ugrdo,False,two year,True,electronic check,116.0,8182.85,3.8666666666666663
0107-weslm,True,month-to-month,True,electronic check,19.85,19.85,0.6616666666666667
0107-yhina,True,month-to-month,True,electronic check,99.75,99.75,3.325
0111-klbqg,False,month-to-month,True,mailed check,93.95,2861.45,3.131666666666667
0112-qawrz,False,month-to-month,True,bank transfer (automatic),90.8,1442.2,3.0266666666666664
0112-qwpnc,True,one year,False,electronic check,84.35,4059.35,2.8116666666666665
0114-igabw,False,two year,False,bank transfer (automatic),58.25,4145.9,1.9416666666666669
0114-pegzz,False,month-to-month,False,electronic check,107.55,3645.5,3.585
0114-rsrrw,False,month-to-month,True,bank transfer (automatic),19.95,187.75,0.6649999999999999
0115-tfert,True,month-to-month,True,electronic check,111.2,2317.1,3.7066666666666666
0117-lfrmw,True,month-to-month,False,bank transfer (automatic),40.2,1448.8,1.34
0118-jpnoy,False,month-to-month,True,credit card (automatic),85.8,2193.65,2.86
0120-yzlqa,False,two year,True,credit card (automatic),19.9,1355.1,0.6633333333333333
0121-snyrk,False,one year,True,mailed check,35.4,1748.9,1.18
0122-oahpz,True,month-to-month,True,electronic check,73.85,511.25,2.4616666666666664
0123-crbrt,False,two year,False,mailed check,88.1,5526.75,2.9366666666666665
0125-lzqxk,True,month-to-month,True,electronic check,101.35,1553.95,3.378333333333333
0128-mkwsg,False,month-to-month,False,mailed check,45.8,1147.0,1.5266666666666666
0129-kptwj,False,month-to-month,True,electronic check,94.65,6747.35,3.155
0129-qmpdr,False,one year,True,bank transfer (automatic),20.5,865.05,0.6833333333333333
0130-sxoun,False,month-to-month,False,credit card (automatic),89.4,5976.9,2.98
0133-bmfzo,True,month-to-month,True,electronic check,86.25,181.65,2.875
0134-xwxce,False,one year,False,bank transfer (automatic),74.85,3268.05,2.495
0135-nmxap,True,month-to-month,True,bank transfer (automatic),89.75,1052.4,2.9916666666666667
0136-ifmyd,False,two year,True,electronic check,109.95,7634.25,3.665
0137-ocgab,True,month-to-month,True,mailed check,80.2,80.2,2.6733333333333333
0137-udeuo,True,month-to-month,False,mailed check,19.85,63.75,0.6616666666666667
0139-ivfjg,False,month-to-month,False,electronic check,90.35,190.5,3.0116666666666663
0141-yeays,False,month-to-month,True,bank transfer (automatic),86.45,2401.05,2.881666666666667
0142-gvysn,False,month-to-month,True,electronic check,20.3,511.25,0.6766666666666666
0147-eswwr,False,month-to-month,True,electronic check,101.25,3949.15,3.375
0148-dcdos,True,month-to-month,True,bank transfer (automatic),94.7,2362.1,3.1566666666666667
0151-ontov,True,month-to-month,False,mailed check,70.9,70.9,2.3633333333333337
0154-qyhju,False,one year,True,electronic check,58.75,1696.2,1.9583333333333333
0156-fvpta,True,month-to-month,True,electronic check,54.2,1152.7,1.8066666666666669
0162-rzgmz,False,month-to-month,False,credit card (automatic),59.9,287.85,1.9966666666666664
0164-apgrb,False,two year,True,electronic check,114.9,8496.7,3.83
0164-xairp,False,two year,True,bank transfer (automatic),19.55,470.2,0.6516666666666667
0168-xzkbb,False,month-to-month,True,electronic check,86.85,1564.4,2.895
0174-qrvvy,False,two year,False,credit card (automatic),25.35,1847.55,0.8450000000000001
0177-pxbat,False,month-to-month,True,bank transfer (automatic),109.9,3694.7,3.6633333333333336
0178-ciikr,False,month-to-month,False,mailed check,19.95,58.0,0.6649999999999999
0178-szbho,False,month-to-month,False,electronic check,87.2,4017.45,2.9066666666666667
0181-ritdd,False,two year,False,mailed check,108.15,6825.65,3.605
0186-caerr,False,one year,True,bank transfer (automatic),116.3,8309.55,3.8766666666666665
0187-qsxoe,False,month-to-month,True,electronic check,89.0,605.45,2.966666666666667
0187-wznab,False,month-to-month,False,mailed check,74.4,1972.35,2.48
0188-gwfle,False,month-to-month,False,mailed check,20.05,33.7,0.6683333333333333
0191-equuh,False,two year,False,bank transfer (automatic),35.05,844.45,1.1683333333333332
0191-zhskz,False,month-to-month,True,electronic check,74.75,2111.3,2.4916666666666667
0193-eszxp,True,one year,True,credit card (automatic),105.5,6205.5,3.5166666666666666
0195-iescp,True,month-to-month,True,electronic check,85.25,855.3,2.841666666666667
0196-jtuqi,False,month-to-month,True,credit card (automatic),75.2,633.85,2.506666666666667
0196-vulgz,True,month-to-month,True,electronic check,84.35,474.9,2.8116666666666665
0197-pnknk,False,one year,False,bank transfer (automatic),84.45,5848.6,2.815
0201-mibol,False,two year,True,bank transfer (automatic),102.4,6471.85,3.4133333333333336
0201-oamxr,True,one year,False,credit card (automatic),115.55,8127.6,3.8516666666666666
0203-hhyij,True,one year,False,bank transfer (automatic),25.3,676.35,0.8433333333333334
0206-oyvoc,False,two year,True,mailed check,19.25,864.2,0.6416666666666667
0206-tbwlc,False,one year,True,mailed check,114.65,6049.5,3.8216666666666663
0207-mdknv,True,month-to-month,False,electronic check,105.1,1582.75,3.503333333333333
0208-bpqej,False,month-to-month,False,bank transfer (automatic),19.4,198.1,0.6466666666666666
0212-isbbf,False,month-to-month,True,electronic check,50.35,1098.85,1.6783333333333337
0214-jhpfw,False,two year,False,bank transfer (automatic),57.8,4039.3,1.9266666666666663
0215-bqkgs,False,month-to-month,True,credit card (automatic),84.3,2438.6,2.81
0218-qnvas,False,one year,False,bank transfer (automatic),100.55,7113.75,3.3516666666666666
0219-qaerp,False,one year,False,credit card (automatic),19.8,576.65,0.66
0219-ytzue,True,month-to-month,True,bank transfer (automatic),84.8,371.9,2.8266666666666667
0220-ebgce,True,month-to-month,True,electronic check,85.85,167.3,2.8616666666666664
0221-nauxk,False,one year,True,bank transfer (automatic),19.95,219.5,0.6649999999999999
0221-wmxnq,False,month-to-month,False,electronic check,75.35,273.4,2.5116666666666663
0222-cnvpt,False,month-to-month,True,credit card (automatic),48.8,2555.05,1.6266666666666665
0224-hjapt,True,month-to-month,False,electronic check,47.15,223.15,1.5716666666666663
0224-nijlp,False,two year,False,mailed check,20.15,165.5,0.6716666666666666
0224-rlwwd,False,month-to-month,True,electronic check,44.3,89.3,1.4766666666666666
0225-zorzp,False,month-to-month,False,electronic check,84.3,235.05,2.81
0228-mauwc,False,month-to-month,False,electronic check,59.55,1144.6,1.985
0229-lfjaf,False,two year,False,bank transfer (automatic),69.65,4908.25,2.3216666666666668
0230-ubypq,False,one year,False,bank transfer (automatic),36.1,2298.9,1.2033333333333334
0230-wequw,False,two year,True,bank transfer (automatic),56.6,3789.2,1.8866666666666667
0231-lxvap,True,month-to-month,True,electronic check,75.9,75.9,2.53
0233-fthav,False,one year,True,bank transfer (automatic),79.2,4765.0,2.64
0234-tevtt,False,one year,False,credit card (automatic),45.0,2196.3,1.5
0235-kgslc,True,month-to-month,True,credit card (automatic),85.55,85.55,2.8516666666666666
0236-hfwsv,True,month-to-month,True,electronic check,93.35,1444.65,3.1116666666666664
0237-yfutl,False,month-to-month,True,bank transfer (automatic),109.65,5405.8,3.655
0238-whbiq,False,two year,False,credit card (automatic),89.7,6339.3,2.99
0239-oxexl,False,month-to-month,False,mailed check,84.25,3847.6,2.808333333333333
0244-lgnfy,False,two year,False,bank transfer (automatic),92.65,6733.0,3.0883333333333334
0247-sluji,False,month-to-month,False,mailed check,19.7,19.7,0.6566666666666666
0248-ipdfw,False,month-to-month,True,electronic check,50.1,50.1,1.6700000000000002
0248-pghbz,False,two year,True,bank transfer (automatic),92.45,6140.85,3.0816666666666666
0253-zteob,False,two year,False,electronic check,79.65,3870.3,2.655
0254-fnmci,False,two year,True,electronic check,109.9,7624.2,3.6633333333333336
0254-kcjgt,False,one year,True,credit card (automatic),81.4,4354.45,2.7133333333333334
0254-wwrkd,False,one year,False,credit card (automatic),50.55,3431.75,1.6849999999999998
0256-lthvj,True,month-to-month,True,electronic check,81.05,2227.1,2.7016666666666667
0257-kxzgu,False,month-to-month,False,bank transfer (automatic),62.45,2045.55,2.0816666666666666
0257-zesqc,True,month-to-month,True,bank transfer (automatic),75.2,1929.35,2.506666666666667
0258-nokbl,False,month-to-month,False,electronic check,90.4,268.45,3.0133333333333336
0259-gbzsh,True,month-to-month,True,electronic check,85.65,181.5,2.855
0260-zdlgk,True,month-to-month,True,mailed check,72.9,651.4,2.43
0263-fjtqo,False,two year,True,credit card (automatic),70.5,3486.65,2.35
0264-cnitk,False,two year,False,bank transfer (automatic),20.1,1389.6,0.67
0265-edxbd,True,month-to-month,True,electronic check,74.9,2303.35,2.496666666666667
0265-psuae,False,month-to-month,False,bank transfer (automatic),100.7,1522.7,3.356666666666667
0266-clzkz,False,two year,True,bank transfer (automatic),105.65,6717.9,3.521666666666667
0266-gmeao,False,two year,True,credit card (automatic),114.3,8058.55,3.81
0268-qkiwo,True,month-to-month,False,electronic check,19.75,58.85,0.6583333333333333
0269-xfesx,False,one year,False,mailed check,24.35,538.5,0.8116666666666668
0270-thenm,False,two year,False,bank transfer (automatic),69.85,5102.35,2.328333333333333
0274-jkujr,False,month-to-month,False,mailed check,58.85,465.7,1.961666666666667
0274-vvqoq,False,one year,True,bank transfer (automatic),103.15,6792.45,3.438333333333333
0277-bksqp,False,month-to-month,True,electronic check,54.4,475.1,1.8133333333333328
0277-orxqs,False,two year,False,bank transfer (automatic),50.55,3364.55,1.6849999999999998
0278-yxoog,True,month-to-month,False,mailed check,21.05,113.85,0.7016666666666667
0280-xjgex,True,month-to-month,True,bank transfer (automatic),103.7,5036.3,3.4566666666666666
0281-cntzx,False,two year,True,bank transfer (automatic),19.95,1234.8,0.6649999999999999
0282-nvsjs,False,month-to-month,True,mailed check,29.3,355.9,0.9766666666666668
0285-inhln,False,month-to-month,True,credit card (automatic),54.75,1510.3,1.825
0289-ivarm,False,month-to-month,False,electronic check,60.55,1982.6,2.018333333333333
0292-wegch,False,month-to-month,True,electronic check,86.2,4524.05,2.873333333333333
0295-pphdo,True,month-to-month,True,electronic check,95.45,95.45,3.181666666666666
0295-qvkpb,False,month-to-month,True,credit card (automatic),63.95,318.1,2.131666666666667
0297-rbcsg,False,one year,True,bank transfer (automatic),65.35,1231.85,2.178333333333333
0298-xacet,False,two year,False,mailed check,50.2,2554.0,1.6733333333333331
0301-fidrb,False,two year,True,bank transfer (automatic),63.8,4684.3,2.1266666666666665
0301-kobtq,False,two year,True,bank transfer (automatic),20.05,614.45,0.6683333333333333
0302-joivn,True,month-to-month,False,electronic check,101.15,842.9,3.371666666666667
0303-uncip,False,one year,False,mailed check,65.0,2531.8,2.1666666666666665
0303-wmmrn,False,month-to-month,True,mailed check,19.25,86.05,0.6416666666666667
0305-sqecb,False,one year,True,mailed check,36.05,402.6,1.2016666666666669
0306-jaele,True,month-to-month,True,electronic check,96.1,453.4,3.203333333333333
0307-bcopk,False,one year,False,mailed check,19.05,326.65,0.635
0308-giqjt,False,one year,False,bank transfer (automatic),105.75,7382.85,3.525
0308-ivgok,False,one year,True,credit card (automatic),40.4,422.6,1.346666666666667
0310-mvlet,True,month-to-month,True,electronic check,99.15,6010.05,3.305
0310-sucin,False,one year,True,bank transfer (automatic),84.8,6046.1,2.8266666666666667
0310-vqxam,False,month-to-month,False,mailed check,19.85,178.8,0.6616666666666667
0311-qywss,False,month-to-month,True,electronic check,49.45,314.6,1.6483333333333334
0311-unpff,True,month-to-month,True,bank transfer (automatic),88.8,2274.35,2.96
0314-tkosi,False,month-to-month,False,mailed check,55.15,322.9,1.8383333333333332
0315-lvcrk,False,month-to-month,False,electronic check,84.8,888.75,2.8266666666666667
0318-quuob,True,month-to-month,True,electronic check,80.55,80.55,2.685
0318-zopws,False,two year,True,bank transfer (automatic),20.15,973.35,0.6716666666666666
0319-qztco,False,month-to-month,True,credit card (automatic),58.7,168.6,1.9566666666666668
0320-dwvtu,False,two year,False,mailed check,99.5,5424.25,3.316666666666667
0320-jdnqg,True,month-to-month,True,electronic check,99.85,2331.3,3.328333333333333
0322-chqru,True,month-to-month,False,electronic check,45.35,89.5,1.5116666666666667
0322-yinqp,True,month-to-month,True,mailed check,48.55,48.55,1.6183333333333332
0323-xwwtn,False,two year,True,mailed check,26.4,121.25,0.88
0324-brpcj,True,month-to-month,True,electronic check,100.2,6851.65,3.3400000000000003
0325-xbfac,True,month-to-month,True,electronic check,94.7,740.3,3.1566666666666667
0326-vdyxe,False,one year,True,electronic check,97.65,6982.5,3.2550000000000003
0327-wfzsy,False,one year,False,electronic check,100.0,3835.55,3.333333333333333
0328-grpmv,True,month-to-month,True,electronic check,70.1,70.1,2.3366666666666664
0328-ibupk,False,two year,False,bank transfer (automatic),34.2,1782.0,1.14
0329-gtiaj,True,month-to-month,True,electronic check,97.9,315.3,3.2633333333333336
0330-bgyze,False,one year,False,bank transfer (automatic),102.5,6157.6,3.4166666666666665
0330-ivzha,True,month-to-month,False,electronic check,69.95,330.15,2.3316666666666666
0334-gddso,True,month-to-month,True,electronic check,81.35,233.7,2.7116666666666664
0334-zfjsr,False,one year,True,credit card (automatic),66.05,3462.1,2.2016666666666667
0336-kxkfk,False,two year,True,credit card (automatic),61.2,4390.25,2.04
0336-pikei,False,two year,False,bank transfer (automatic),74.4,5360.75,2.48
0337-cnpze,True,month-to-month,True,electronic check,106.3,4443.45,3.543333333333333
0343-qluzp,False,two year,False,bank transfer (automatic),39.6,2424.5,1.32
0345-hkjvm,True,month-to-month,False,electronic check,89.3,577.6,2.9766666666666666
0345-xmmug,False,two year,True,credit card (automatic),108.9,4854.3,3.63
0347-ubkuz,False,month-to-month,False,mailed check,19.9,320.45,0.6633333333333333
0348-sdkol,True,month-to-month,True,credit card (automatic),102.1,5885.4,3.4033333333333333
0354-vxmjc,False,two year,False,credit card (automatic),19.6,426.65,0.6533333333333334
0354-wyrok,True,month-to-month,True,electronic check,98.9,2911.3,3.296666666666667
0356-erhvt,False,month-to-month,True,bank transfer (automatic),45.9,521.9,1.53
0356-obmac,False,two year,True,bank transfer (automatic),99.9,5706.3,3.33
0357-nvcri,False,month-to-month,False,credit card (automatic),20.05,471.7,0.6683333333333333
0361-hjrdx,False,two year,False,credit card (automatic),64.35,4539.6,2.145
0362-raoqo,False,two year,False,credit card (automatic),19.65,830.25,0.6549999999999999
0362-zbzwj,True,month-to-month,True,electronic check,84.9,3067.2,2.83
0363-qjvfx,True,month-to-month,True,credit card (automatic),108.15,3432.9,3.605
0363-svhyr,False,two year,False,bank transfer (automatic),86.85,6263.8,2.895
0365-bzuwy,False,month-to-month,True,electronic check,102.55,1742.5,3.418333333333333
0365-gxezs,False,month-to-month,False,electronic check,78.2,1468.75,2.606666666666667
0365-trtpy,False,month-to-month,False,bank transfer (automatic),91.2,3382.3,3.04
0366-nqshs,False,month-to-month,False,mailed check,19.35,46.35,0.645
0369-zgovk,False,one year,True,bank transfer (automatic),70.4,1992.2,2.3466666666666667
0373-aivnj,False,one year,False,mailed check,39.55,373.0,1.3183333333333331
0374-aacsz,False,month-to-month,False,electronic check,50.15,50.15,1.6716666666666666
0374-fiuca,False,two year,True,credit card (automatic),20.4,1414.45,0.6799999999999999
0374-ioegq,False,month-to-month,False,electronic check,44.6,122.7,1.4866666666666668
0375-hvgxo,True,month-to-month,True,electronic check,34.7,34.7,1.1566666666666667
0376-oiwme,False,month-to-month,True,electronic check,93.6,3366.05,3.12
0376-ymcjc,True,month-to-month,True,electronic check,90.6,1943.2,3.02
0377-jbkkt,False,month-to-month,True,mailed check,57.95,1271.8,1.9316666666666669
0378-cjkpv,False,two year,False,credit card (automatic),112.1,7965.95,3.7366666666666655
0378-nhqxu,True,month-to-month,False,electronic check,88.25,1460.65,2.941666666666667
0378-tovms,True,month-to-month,False,electronic check,85.8,272.2,2.86
0378-xszpu,True,one year,False,credit card (automatic),60.3,3563.8,2.01
0379-djqhr,False,two year,False,credit card (automatic),81.35,5398.6,2.7116666666666664
0380-neavx,False,one year,True,electronic check,99.85,3343.15,3.328333333333333
0380-zcsbi,False,month-to-month,False,credit card (automatic),20.0,198.7,0.6666666666666666
0383-cldda,False,two year,True,credit card (automatic),85.35,5897.4,2.845
0384-lpite,False,one year,False,credit card (automatic),62.05,2511.55,2.0683333333333334
0384-rvbpi,False,month-to-month,False,credit card (automatic),64.4,1398.6,2.146666666666667
0386-cwrgm,False,two year,False,mailed check,19.4,967.85,0.6466666666666666
0388-eopex,True,month-to-month,True,electronic check,74.4,139.4,2.48
0390-dcfdq,True,month-to-month,True,mailed check,70.45,70.45,2.3483333333333336
0392-bziuw,False,two year,True,credit card (automatic),105.0,7589.8,3.5
0394-yondk,False,two year,False,credit card (automatic),25.15,1790.15,0.8383333333333333
0396-hujbp,False,month-to-month,False,mailed check,19.3,44.4,0.6433333333333333
0396-ukgai,False,month-to-month,True,bank transfer (automatic),55.3,1284.2,1.8433333333333333
0396-ychwo,False,month-to-month,True,electronic check,95.4,3474.2,3.18
0397-gzbbc,True,month-to-month,True,bank transfer (automatic),93.85,5574.75,3.128333333333333
0397-zxwqf,False,two year,False,bank transfer (automatic),20.5,1430.95,0.6833333333333333
0401-wdbxm,False,two year,True,bank transfer (automatic),105.55,7542.25,3.518333333333333
0402-cqajn,True,month-to-month,True,bank transfer (automatic),101.9,3545.35,3.396666666666667
0402-oamen,False,two year,False,bank transfer (automatic),24.45,1709.1,0.815
0404-ahasp,False,two year,False,credit card (automatic),19.7,1421.9,0.6566666666666666
0404-swrvg,True,month-to-month,True,electronic check,74.4,229.55,2.48
0406-bpdvr,True,one year,True,credit card (automatic),101.5,5373.1,3.3833333333333333
0407-bdjkb,True,month-to-month,True,electronic check,95.75,5742.9,3.191666666666667
0409-wtmpl,False,one year,True,credit card (automatic),110.65,6526.65,3.6883333333333335
0410-ipfty,False,month-to-month,True,bank transfer (automatic),83.85,2674.15,2.795
0411-ezjze,False,month-to-month,True,electronic check,60.25,170.5,2.0083333333333333
0412-uccnp,False,two year,True,electronic check,59.2,3175.85,1.9733333333333332
0415-mosgf,True,month-to-month,False,mailed check,44.4,44.4,1.48
0419-yaapx,False,month-to-month,True,credit card (automatic),85.3,4297.95,2.8433333333333333
0420-bwtpw,True,month-to-month,False,mailed check,25.5,215.2,0.85
0420-hlgxf,False,month-to-month,True,electronic check,99.75,4036.0,3.325
0420-txvsg,False,two year,True,credit card (automatic),66.1,4428.45,2.203333333333333
0422-ohqhq,False,one year,False,mailed check,20.55,295.95,0.685
0422-uxfap,False,one year,True,electronic check,98.85,4947.55,3.295
0423-udijq,False,month-to-month,False,mailed check,49.2,447.9,1.64
0426-tirne,True,month-to-month,False,mailed check,20.9,20.9,0.6966666666666667
0428-axxlj,False,one year,True,bank transfer (automatic),19.5,516.3,0.65
0428-ikycp,False,month-to-month,True,bank transfer (automatic),87.0,1850.65,2.9
0430-ihcdj,False,month-to-month,True,electronic check,49.0,749.25,1.6333333333333333
0431-apwvy,True,one year,True,bank transfer (automatic),90.1,2598.95,3.003333333333333
0432-cajzv,False,month-to-month,False,mailed check,90.7,237.65,3.023333333333333
0434-csfon,False,month-to-month,True,electronic check,100.5,4707.1,3.35
0436-twffz,False,two year,True,mailed check,85.25,5714.2,2.841666666666667
0439-ifyun,False,month-to-month,True,electronic check,74.7,1294.6,2.49
0440-ekdcf,False,two year,True,credit card (automatic),60.15,3753.2,2.005
0440-mogpm,False,one year,True,electronic check,80.55,3263.9,2.685
0440-qexbz,False,month-to-month,True,mailed check,50.15,2139.1,1.6716666666666666
0440-uedai,False,one year,True,credit card (automatic),94.45,5042.75,3.148333333333333
0442-tdyuo,False,two year,True,mailed check,20.05,1036.0,0.6683333333333333
0442-zxkvs,False,one year,True,bank transfer (automatic),115.6,6431.05,3.853333333333333
0447-bemng,True,month-to-month,True,bank transfer (automatic),45.3,2145.0,1.51
0447-rxsgd,False,month-to-month,True,bank transfer (automatic),99.65,2404.85,3.3216666666666668
0448-yznze,False,month-to-month,True,electronic check,95.55,2510.2,3.185
0454-okrct,False,two year,False,bank transfer (automatic),80.6,2651.1,2.6866666666666665
0455-entcr,False,two year,False,electronic check,85.25,5538.35,2.841666666666667
0455-xfass,False,month-to-month,True,electronic check,69.55,200.2,2.3183333333333334
0458-heuzg,False,two year,False,mailed check,35.4,450.4,1.18
0459-spzhj,False,two year,False,credit card (automatic),83.5,5435.0,2.783333333333333
0461-cvkmu,True,month-to-month,False,electronic check,83.8,1900.25,2.793333333333333
0463-txoak,False,two year,False,credit card (automatic),25.6,1334.5,0.8533333333333334
0463-wzzko,False,month-to-month,True,credit card (automatic),20.75,67.1,0.6916666666666667
0463-zsdnt,False,month-to-month,True,bank transfer (automatic),56.75,503.25,1.8916666666666664
0464-wjtko,False,two year,False,bank transfer (automatic),20.1,1460.85,0.67
0468-yrpxn,False,month-to-month,True,credit card (automatic),98.8,2807.1,3.293333333333333
0471-arvmx,False,one year,True,electronic check,104.85,6312.9,3.495
0471-lvhgk,True,one year,True,electronic check,73.0,3001.2,2.433333333333333
0475-rijep,True,month-to-month,True,electronic check,77.85,3365.85,2.595
0479-hmswa,False,two year,True,electronic check,105.45,2715.3,3.515
0480-bixde,False,month-to-month,True,electronic check,96.8,1743.05,3.2266666666666666
0480-kyjva,False,two year,False,credit card (automatic),24.25,1784.5,0.8083333333333333
0481-sumcb,False,one year,True,bank transfer (automatic),102.15,4735.35,3.405
0484-ffvbj,False,one year,True,bank transfer (automatic),64.85,2010.95,2.161666666666666
0484-jpbru,False,month-to-month,True,bank transfer (automatic),25.25,996.45,0.8416666666666667
0485-zbsln,False,two year,False,credit card (automatic),24.75,1715.1,0.825
0486-heczi,True,month-to-month,True,electronic check,96.75,5238.9,3.225
0486-lgcch,False,two year,False,mailed check,19.65,225.75,0.6549999999999999
0487-crlzf,False,two year,True,bank transfer (automatic),74.45,3721.9,2.481666666666667
0487-rpvum,False,month-to-month,False,bank transfer (automatic),99.4,5943.65,3.313333333333333
0487-vvuvk,False,month-to-month,True,mailed check,19.15,477.6,0.6383333333333333
0488-gslfr,True,month-to-month,True,electronic check,69.5,69.5,2.316666666666667
0489-wmemg,False,one year,True,electronic check,49.45,1119.35,1.6483333333333334
0491-kapqg,False,month-to-month,True,electronic check,73.7,1558.7,2.4566666666666666
0495-rvcbf,True,month-to-month,True,electronic check,79.7,79.7,2.6566666666666667
0495-zbngw,True,month-to-month,True,bank transfer (automatic),79.9,343.95,2.6633333333333336
0496-ahook,False,one year,False,bank transfer (automatic),74.4,1712.9,2.48
0504-hhapi,True,month-to-month,False,credit card (automatic),88.3,2467.75,2.9433333333333334
0505-spoow,False,two year,False,bank transfer (automatic),19.8,1397.65,0.66
0506-lvngn,True,month-to-month,True,credit card (automatic),75.55,349.65,2.518333333333333
0506-ylvkj,False,two year,True,mailed check,20.2,917.45,0.6733333333333333
